id,title,search_all,grouping,activity_type_id,description,session_type,grouping_id,activity_type,start_date
11393,Current Issues: Syphilis and Gonorrhea,"Current Issues: Syphilis and Gonorrhea Internet Activity Enduring Material Internet Enduring Enduring Material   04/16/2008  2008  04  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-04-16T04:00:00Z
11394,"CARDIOLOGY REVIEW - March 2008, Vol. 25, No. 3 - ""Nonfasting Triglycerides and Ischemic Heart Disease in Men and Women"" and ""Serial Biomarker Measurements in Chronic Heart Failure""","CARDIOLOGY REVIEW - March 2008, Vol. 25, No. 3 - ""Nonfasting Triglycerides and Ischemic Heart Disease in Men and Women"" and ""Serial Biomarker Measurements in Chronic Heart Failure"" Internet Activity Enduring Material Internet Enduring Enduring Material   03/01/2008  2008  03  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-03-01T05:00:00Z
11395,"CARDIOLOGY REVIEW - March 2008, Vol. 25, No. 3 - ""Nonfasting Triglycerides and Ischemic Heart Disease in Men and Women"" and ""Serial Biomarker Measurements in Chronic Heart Failure""","CARDIOLOGY REVIEW - March 2008, Vol. 25, No. 3 - ""Nonfasting Triglycerides and Ischemic Heart Disease in Men and Women"" and ""Serial Biomarker Measurements in Chronic Heart Failure"" Internet Activity Enduring Material Internet Enduring Enduring Material   03/01/2008  2008  03  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-03-01T05:00:00Z
11396,PARKINSON'S DISEASE:  Quality Assessment and Improvement of Care (supplement to AJMC) - March 2008,"PARKINSON'S DISEASE:  Quality Assessment and Improvement of Care (supplement to AJMC) - March 2008 Internet Activity Enduring Material Internet Enduring Enduring Material   03/01/2008  2008  03  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-03-01T05:00:00Z
11397,High Rates of STDs among Adolescents in the United States,"High Rates of STDs among Adolescents in the United States Internet Activity Enduring Material Internet Enduring Enduring Material   04/23/2008  2008  04  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-04-23T04:00:00Z
11398,Hot Topics: Human Papilloma Virus and Genital Herpes,"Hot Topics: Human Papilloma Virus and Genital Herpes Internet Activity Enduring Material Internet Enduring Enduring Material   04/30/2008  2008  04  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-04-30T04:00:00Z
11399,Tailored Therapy for Heart Failure using Pharmacogenetics,"Tailored Therapy for Heart Failure using Pharmacogenetics Internet Activity Enduring Material Internet Enduring Enduring Material Stephen Liggett, M.D., McGuire Visiting Professorship  04/23/2008  2008  04  ",Internet Activity Enduring Material,2,"Stephen Liggett, M.D., McGuire Visiting Professorship",S,6,Enduring Material,2008-04-23T04:00:00Z
11400,HPV and Anal Cancers,"HPV and Anal Cancers Internet Activity Enduring Material Internet Enduring Enduring Material   04/30/2008  2008  04  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-04-30T04:00:00Z
11401,"""The Commander and the Chiefs"" A tour of presidential medicine
through American history","""The Commander and the Chiefs"" A tour of presidential medicine
through American history Internet Activity Enduring Material Internet Enduring Enduring Material  <P>Jennifer O'Toole, MD, Jared Hagaman, MD, Jennifer Ernst, MD, Joey<BR>Seaman, MD, Mark Norris, MD </P>
<P>&nbsp;</P>
<P><STRONG><U>PLEASE NOTE:</U></STRONG>&nbsp; <STRONG>Due to technical problems, the text on slides 45-62 cannot be viewed.&nbsp; The speaker covers all of the missing content, however, and viewers should have no difficulty in following the presentation.</STRONG></P> 
  04/30/2008  2008  04  ",Internet Activity Enduring Material,2," <P>Jennifer O'Toole, MD, Jared Hagaman, MD, Jennifer Ernst, MD, Joey<BR>Seaman, MD, Mark Norris, MD </P>
<P>&nbsp;</P>
<P><STRONG><U>PLEASE NOTE:</U></STRONG>&nbsp; <STRONG>Due to technical problems, the text on slides 45-62 cannot be viewed.&nbsp; The speaker covers all of the missing content, however, and viewers should have no difficulty in following the presentation.</STRONG></P> 
",S,6,Enduring Material,2008-04-30T04:00:00Z
11402,New concepts of IBD pathogenesis: Establishing the basis for individualized treatments,"New concepts of IBD pathogenesis: Establishing the basis for individualized treatments Internet Activity Enduring Material Internet Enduring Enduring Material Balfour Sartor, MD  05/07/2008  2008  05  ",Internet Activity Enduring Material,2,"Balfour Sartor, MD",S,6,Enduring Material,2008-05-07T04:00:00Z
11403,Chlamydia,"Chlamydia Internet Activity Enduring Material Internet Enduring Enduring Material   05/13/2008  2008  05  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-05-13T04:00:00Z
11404,Prevention of STD Perinatal Transmissions,"Prevention of STD Perinatal Transmissions Internet Activity Enduring Material Internet Enduring Enduring Material   05/14/2008  2008  05  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-05-14T04:00:00Z
11405,Healthcare Reform and the Presidential Election,"Healthcare Reform and the Presidential Election Internet Activity Enduring Material Internet Enduring Enduring Material Lisa Simpson, MB, BCh, MPH, FAAP  05/14/2008  2008  05  ",Internet Activity Enduring Material,2,"Lisa Simpson, MB, BCh, MPH, FAAP",S,6,Enduring Material,2008-05-14T04:00:00Z
11406,"Integration of clinical medicine & bench research: lessons from chronic
granulomatous disease","Integration of clinical medicine & bench research: lessons from chronic
granulomatous disease Internet Activity Enduring Material Internet Enduring Enduring Material William Nauseef, MD  05/21/2008  2008  05  ",Internet Activity Enduring Material,2,"William Nauseef, MD",S,6,Enduring Material,2008-05-21T04:00:00Z
11407,Spirituality and Health,"Spirituality and Health Internet Activity Enduring Material Internet Enduring Enduring Material   05/28/2008  2008  05  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-05-28T04:00:00Z
11408,Spirituality and Health (Not for credit),"Spirituality and Health (Not for credit) Internet Activity Enduring Material Internet Enduring Enduring Material Michael Yi, MD and Sian Cotton, PhD  05/28/2008  2008  05  ",Internet Activity Enduring Material,2,"Michael Yi, MD and Sian Cotton, PhD",S,6,Enduring Material,2008-05-28T04:00:00Z
11409,HSV and HIV,"HSV and HIV Internet Activity Enduring Material Internet Enduring Enduring Material   06/04/2008  2008  06  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-06-04T04:00:00Z
11410,Fellows' Research 2008,"Fellows' Research 2008 Internet Activity Enduring Material Internet Enduring Enduring Material Tiffany Jeffrion, BS, Lakshmi Kocharla, MD, Latoya Arnold, BS,<BR>Jennifer Forrester, MD   06/04/2008  2008  06  ",Internet Activity Enduring Material,2,"Tiffany Jeffrion, BS, Lakshmi Kocharla, MD, Latoya Arnold, BS,<BR>Jennifer Forrester, MD ",S,6,Enduring Material,2008-06-04T04:00:00Z
11411,CURRENT CLINICAL PRACTICE (Supplement to The Journal of Family Practice) - June 2008,"CURRENT CLINICAL PRACTICE (Supplement to The Journal of Family Practice) - June 2008 Internet Activity Enduring Material Internet Enduring Enduring Material   06/01/2008  2008  06  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-06-01T04:00:00Z
11412,Hereditary Angioedema: An update,"Hereditary Angioedema: An update Internet Activity Enduring Material Internet Enduring Enduring Material Jonathon Bernstein, MD  06/11/2008  2008  06  ",Internet Activity Enduring Material,2,"Jonathon Bernstein, MD",S,6,Enduring Material,2008-06-11T04:00:00Z
11413,Testing Course,"Testing Course Internet Activity Enduring Material Internet Enduring Enduring Material <p>Does this actually work?</p>  05/06/2008  2008  05  ",Internet Activity Enduring Material,2,<p>Does this actually work?</p>,S,6,Enduring Material,2008-05-06T04:00:00Z
11414,TESTING JS,"TESTING JS Internet Activity Enduring Material Internet Enduring Enduring Material <p>TESTING JS</p>  05/06/2008  2008  05  ",Internet Activity Enduring Material,2,<p>TESTING JS</p>,S,6,Enduring Material,2008-05-06T04:00:00Z
11415,Preserving Renal Function in Acute Decompensated and Refractory Heart Failure - June 2008 (TEST ONLY),"Preserving Renal Function in Acute Decompensated and Refractory Heart Failure - June 2008 (TEST ONLY) Internet Activity Enduring Material Internet Enduring Enduring Material   06/18/2008  2008  06  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-06-18T04:00:00Z
11416,New Frontiers in Renal Artery Stenosis and Renovascular Hypertension,"New Frontiers in Renal Artery Stenosis and Renovascular Hypertension Internet Activity Enduring Material Internet Enduring Enduring Material <p>Massoud Leesar, MD</p>  06/18/2008  2008  06  ",Internet Activity Enduring Material,2,"<p>Massoud Leesar, MD</p>",S,6,Enduring Material,2008-06-18T04:00:00Z
11418,Preserving Renal Function in Acute Decompensated and Refractory Heart Failure,"Preserving Renal Function in Acute Decompensated and Refractory Heart Failure Internet Activity Enduring Material Internet Enduring Enduring Material   06/18/2008  2008  06  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-06-18T04:00:00Z
11419,Taking it to the Wall 2008:  Reducing Cardiovascular Complications in Diabetes and Hyperglycemia,"Taking it to the Wall 2008:  Reducing Cardiovascular Complications in Diabetes and Hyperglycemia Internet Activity Enduring Material Internet Enduring Enduring Material   06/25/2008  2008  06  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-06-25T04:00:00Z
11420,Prognostication; Wisdom or Wizardry,"Prognostication; Wisdom or Wizardry Internet Activity Enduring Material Internet Enduring Enduring Material <p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Elizabeth Rabkin, MD</p>
</font></font></b></p>  06/25/2008  2008  06  ",Internet Activity Enduring Material,2,"<p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Elizabeth Rabkin, MD</p>
</font></font></b></p>",S,6,Enduring Material,2008-06-25T04:00:00Z
11421,Chronic Kidney Disease: An American Epidemic,"Chronic Kidney Disease: An American Epidemic Internet Activity Enduring Material Internet Enduring Enduring Material <p><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>&nbsp;</p>
<span id=""1215024188044S"" style=""display: none"">&nbsp;</span><span id=""1215024188093E"" style=""display: none"">&nbsp;</span></font></font><strong>Steve Schwab, MD: University of Tennessee </strong><font face=""Arial"" size=""5""><font face=""Arial"" size=""5"">- </font></font><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3""><strong>Memphis</strong></font></font></font></font></p>  07/02/2008  2008  07  ",Internet Activity Enduring Material,2,"<p><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>&nbsp;</p>
<span id=""1215024188044S"" style=""display: none"">&nbsp;</span><span id=""1215024188093E"" style=""display: none"">&nbsp;</span></font></font><strong>Steve Schwab, MD: University of Tennessee </strong><font face=""Arial"" size=""5""><font face=""Arial"" size=""5"">- </font></font><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3""><strong>Memphis</strong></font></font></font></font></p>",S,6,Enduring Material,2008-07-02T04:00:00Z
11422,Clinical Approach of a Patient with Possible Syphilis,"Clinical Approach of a Patient with Possible Syphilis Internet Activity Enduring Material Internet Enduring Enduring Material   07/08/2008  2008  07  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-07-08T04:00:00Z
11423,2008 Update on Global Warming - A View From Our Universe,"2008 Update on Global Warming - A View From Our Universe Internet Activity Enduring Material Internet Enduring Enduring Material <p><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Albert Muhleman,</p>
</font></font>MD</font></font></p>  07/09/2008  2008  07  ",Internet Activity Enduring Material,2,"<p><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Albert Muhleman,</p>
</font></font>MD</font></font></p>",S,6,Enduring Material,2008-07-09T04:00:00Z
11424,Pulmonary Arterial Hypertension: Evaluation and Management,"Pulmonary Arterial Hypertension: Evaluation and Management Internet Activity Enduring Material Internet Enduring Enduring Material <p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Jean Elwing, MD</p>
</font></font></b></p>  07/16/2008  2008  07  ",Internet Activity Enduring Material,2,"<p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Jean Elwing, MD</p>
</font></font></b></p>",S,6,Enduring Material,2008-07-16T04:00:00Z
11425,Our Medical Center: A Broken Medical Home?,"Our Medical Center: A Broken Medical Home? Internet Activity Enduring Material Internet Enduring Enduring Material <p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Gregory Rouan, MD and Eric Warm,</p>
</font></font><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">MD</font></font></b></p>  07/23/2008  2008  07  ",Internet Activity Enduring Material,2,"<p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Gregory Rouan, MD and Eric Warm,</p>
</font></font><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">MD</font></font></b></p>",S,6,Enduring Material,2008-07-23T04:00:00Z
11426,Minor STDs,"Minor STDs Internet Activity Enduring Material Internet Enduring Enduring Material   08/20/2008  2008  08  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-08-20T04:00:00Z
11427,From Bedside Back to the Bench: Lessons from TNF antagonist,"From Bedside Back to the Bench: Lessons from TNF antagonist Internet Activity Enduring Material Internet Enduring Enduring Material <p>George S. Deepe, Jr, MD</p>  08/06/2008  2008  08  ",Internet Activity Enduring Material,2,"<p>George S. Deepe, Jr, MD</p>",S,6,Enduring Material,2008-08-06T04:00:00Z
11428,I'm gonna go eat worms! Biotherapy for inflammatory bowel disease,"I'm gonna go eat worms! Biotherapy for inflammatory bowel disease Internet Activity Enduring Material Internet Enduring Enduring Material <p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3""><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Fred Finkelman, MD</p>
</font></font></b></font></font></b></p>  08/13/2008  2008  08  ",Internet Activity Enduring Material,2,"<p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3""><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Fred Finkelman, MD</p>
</font></font></b></font></font></b></p>",S,6,Enduring Material,2008-08-13T04:00:00Z
11429,"CARDIOVASCULAR RISK REDUCTION STRATEGIES - ""Risk Factor Stratification and Treatment Options for Hypertensive Patients"" - August 2008","CARDIOVASCULAR RISK REDUCTION STRATEGIES - ""Risk Factor Stratification and Treatment Options for Hypertensive Patients"" - August 2008 Print  Enduring Material   08/01/2008  2008  08  ",Print,2,,S,7,Enduring Material,2008-08-01T04:00:00Z
11430,"CARDIOLOGY REVIEW - July 2008 Vol.25, No. 7  ""A Systematic Review of Metformin Treatment in Persons at Risk for Diabetes Mellitus"" and ""Diabetes-related Poor Outcomes in Chronic Heart Failure:  Complex Interactions with Sex and Age"" ","CARDIOLOGY REVIEW - July 2008 Vol.25, No. 7  ""A Systematic Review of Metformin Treatment in Persons at Risk for Diabetes Mellitus"" and ""Diabetes-related Poor Outcomes in Chronic Heart Failure:  Complex Interactions with Sex and Age""  Print  Enduring Material   07/01/2008  2008  07  ",Print,2,,S,7,Enduring Material,2008-07-01T04:00:00Z
11431,Pain in Sickle Cell Disease: Only the tip of the Iceberg,"Pain in Sickle Cell Disease: Only the tip of the Iceberg Internet Activity Enduring Material Internet Enduring Enduring Material <p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Wally Smith, MD</p>
<font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>&nbsp;</p>
</font></font></font></font></b></p>
<p><font face=""Arial"" size=""3""><font face=""Arial"" size=""3"">- </font></font><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">Virginia Commonwealth</font></font></b></p>  08/20/2008  2008  08  ",Internet Activity Enduring Material,2,"<p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Wally Smith, MD</p>
<font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>&nbsp;</p>
</font></font></font></font></b></p>
<p><font face=""Arial"" size=""3""><font face=""Arial"" size=""3"">- </font></font><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">Virginia Commonwealth</font></font></b></p>",S,6,Enduring Material,2008-08-20T04:00:00Z
11432,Complications associated with generator replacement in response to device advisories,"Complications associated with generator replacement in response to device advisories Internet Activity Enduring Material Internet Enduring Enduring Material <p>Alexandru Gostea, MD</p>  08/27/2008  2008  08  ",Internet Activity Enduring Material,2,"<p>Alexandru Gostea, MD</p>",S,6,Enduring Material,2008-08-27T04:00:00Z
11433,TB & HIV,"TB & HIV Internet Activity Enduring Material Internet Enduring Enduring Material   07/30/2008  2008  07  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-07-30T04:00:00Z
11434,Drug Induced Liver Injury: Challenges and Future Directions,"Drug Induced Liver Injury: Challenges and Future Directions Internet Activity Enduring Material Internet Enduring Enduring Material   09/03/2008  2008  09  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-09-03T04:00:00Z
11435,Racial Disparities in Chronic Kidney Disease in the United States:  An American Tragedy or Opportunity,"Racial Disparities in Chronic Kidney Disease in the United States:  An American Tragedy or Opportunity Internet Activity Enduring Material Internet Enduring Enduring Material <p><span style=""font-size: 88%""><font size=""5"">Timmy Lee, M.D., M.S.P.H.</font></span></p>  09/10/2008  2008  09  ",Internet Activity Enduring Material,2,"<p><span style=""font-size: 88%""><font size=""5"">Timmy Lee, M.D., M.S.P.H.</font></span></p>",S,6,Enduring Material,2008-09-10T04:00:00Z
11436,Racial Disparities in Chronic Kidney Disease in the United States:  An American Tragedy or Opportunity - NOT FOR CREDIT,"Racial Disparities in Chronic Kidney Disease in the United States:  An American Tragedy or Opportunity - NOT FOR CREDIT Internet Activity Enduring Material Internet Enduring Enduring Material <p><span style=""font-size: 88%""><font size=""5"">Timmy Lee, M.D., M.S.P.H.</font></span></p>  09/10/2008  2008  09  ",Internet Activity Enduring Material,2,"<p><span style=""font-size: 88%""><font size=""5"">Timmy Lee, M.D., M.S.P.H.</font></span></p>",S,6,Enduring Material,2008-09-10T04:00:00Z
11437,STD Laboratory: Theory & Application,"STD Laboratory: Theory & Application Internet Activity Enduring Material Internet Enduring Enduring Material   09/24/2008  2008  09  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-09-24T04:00:00Z
11438,AF Mechanisms and Current Approaches to Therapy,"AF Mechanisms and Current Approaches to Therapy Internet Activity Enduring Material Internet Enduring Enduring Material <p><span style=""font-size: 10.5pt; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA"">Jassi Sra, MD</span></p>  09/24/2008  2008  09  ",Internet Activity Enduring Material,2,"<p><span style=""font-size: 10.5pt; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA"">Jassi Sra, MD</span></p>",S,6,Enduring Material,2008-09-24T04:00:00Z
11439,The Life and Death of a Red Blood Cell,"The Life and Death of a Red Blood Cell Internet Activity Enduring Material Internet Enduring Enduring Material   10/01/2008  2008  10  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-10-01T04:00:00Z
11440,HIV Primer for non-ID Clinicians,"HIV Primer for non-ID Clinicians Internet Activity Enduring Material Internet Enduring Enduring Material   10/08/2008  2008  10  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-10-08T04:00:00Z
11441,Let’s Get High!,"Let’s Get High! Internet Activity Enduring Material Internet Enduring Enduring Material   10/08/2008  2008  10  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-10-08T04:00:00Z
11442,CURRENT CLINICAL PRACTICE (Supplement to The Journal of Family Practice) - October 2008,"CURRENT CLINICAL PRACTICE (Supplement to The Journal of Family Practice) - October 2008 Internet Activity Enduring Material Internet Enduring Enduring Material   10/01/2008  2008  10  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-10-01T04:00:00Z
11443,NEW INSIGHTS INTO ATHEROTHROMBOSIS:  The Role of Premature Discontinuation of Antiplatelet Therapy in Late In-Stent Restenosis - October 2007,"NEW INSIGHTS INTO ATHEROTHROMBOSIS:  The Role of Premature Discontinuation of Antiplatelet Therapy in Late In-Stent Restenosis - October 2007 Internet Activity Enduring Material Internet Enduring Enduring Material   10/01/2007  2007  10  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2007-10-01T04:00:00Z
11444,"CARDIOLOGY REVIEW - September 2008 - ""Management of Multivessel CAD in ACS Patients"" and ""Sex-related Differences in Treatment and Outcome in Patients with ACS""","CARDIOLOGY REVIEW - September 2008 - ""Management of Multivessel CAD in ACS Patients"" and ""Sex-related Differences in Treatment and Outcome in Patients with ACS"" Print  Enduring Material   09/01/2008  2008  09  ",Print,2,,S,7,Enduring Material,2008-09-01T04:00:00Z
11445,NEW INSIGHTS INTO ATHEROTHROMBOSIS:  Focus on Antiplatelet Agents and Risk of Bleeding - April 2008,"NEW INSIGHTS INTO ATHEROTHROMBOSIS:  Focus on Antiplatelet Agents and Risk of Bleeding - April 2008 Internet Activity Enduring Material Internet Enduring Enduring Material <p>&nbsp;</p>
<p><strong>PLEASE NOTE:&nbsp; In order to receive a certificate for 1.5 <em>AMA PRA Category 1 credits</em>, read the course&nbsp;material below and complete and submit the reader survey located here:&nbsp; <a href=""http://webcentral.uc.edu/cpd_online2/survey/course_send.cfm?form=Atherothrombosis2"">http://webcentral.uc.edu/cpd_online2/survey/course_send.cfm?form=Atherothrombosis2</a></strong></p>
<p><strong>Thank you for your participation.</strong></p>
<p>&nbsp;</p>  04/01/2008  2008  04  ",Internet Activity Enduring Material,2,"<p>&nbsp;</p>
<p><strong>PLEASE NOTE:&nbsp; In order to receive a certificate for 1.5 <em>AMA PRA Category 1 credits</em>, read the course&nbsp;material below and complete and submit the reader survey located here:&nbsp; <a href=""http://webcentral.uc.edu/cpd_online2/survey/course_send.cfm?form=Atherothrombosis2"">http://webcentral.uc.edu/cpd_online2/survey/course_send.cfm?form=Atherothrombosis2</a></strong></p>
<p><strong>Thank you for your participation.</strong></p>
<p>&nbsp;</p>",S,6,Enduring Material,2008-04-01T04:00:00Z
11446,NEW INSIGHTS INTO ATHEROTHROMBOSIS:  Focus on Underutilization of Antiplatelet Therapy - June 2008,"NEW INSIGHTS INTO ATHEROTHROMBOSIS:  Focus on Underutilization of Antiplatelet Therapy - June 2008 Internet Activity Enduring Material Internet Enduring Enduring Material <p><strong>PLEASE NOTE:&nbsp; In order to receive a certificate for </strong><em><strong>1.5 AMA PRA Category 1 credits</strong></em><strong>, read the material below and complete and submit the reader survey located here:&nbsp; <a href=""http://webcentral.uc.edu/cpd_online2/survey/course_send.cfm?form=Atherothrombosis3"">http://webcentral.uc.edu/cpd_online2/survey/course_send.cfm?form=Atherothrombosis3</a> </strong></p>
<p><strong>Thank you for your participation.</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>  06/01/2008  2008  06  ",Internet Activity Enduring Material,2,"<p><strong>PLEASE NOTE:&nbsp; In order to receive a certificate for </strong><em><strong>1.5 AMA PRA Category 1 credits</strong></em><strong>, read the material below and complete and submit the reader survey located here:&nbsp; <a href=""http://webcentral.uc.edu/cpd_online2/survey/course_send.cfm?form=Atherothrombosis3"">http://webcentral.uc.edu/cpd_online2/survey/course_send.cfm?form=Atherothrombosis3</a> </strong></p>
<p><strong>Thank you for your participation.</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>",S,6,Enduring Material,2008-06-01T04:00:00Z
11447,"Acromegaly: Diagnosis, Morbidity and Treatment","Acromegaly: Diagnosis, Morbidity and Treatment Internet Activity Enduring Material Internet Enduring Enduring Material <p class=""MsoNormal"" style=""margin: 0in 0in 0pt"">
<p><span style=""font-size: 10.5pt; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA"">Michael Thorner, MD</span></p>
</p>  10/22/2008  2008  10  ",Internet Activity Enduring Material,2,"<p class=""MsoNormal"" style=""margin: 0in 0in 0pt"">
<p><span style=""font-size: 10.5pt; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA"">Michael Thorner, MD</span></p>
</p>",S,6,Enduring Material,2008-10-22T04:00:00Z
11448,From Inpatient to Outpatient:  Meeting the Goals of Therapy in Hyperglycemia and Diabetes - October 2008,"From Inpatient to Outpatient:  Meeting the Goals of Therapy in Hyperglycemia and Diabetes - October 2008 Internet Activity Enduring Material Internet Enduring Enduring Material   10/17/2008  2008  10  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-10-17T04:00:00Z
11449,"INSURING QUALITY IN THE FACE OF CHANGE - Antithrombotic Therapy and the Hospitalist ","INSURING QUALITY IN THE FACE OF CHANGE - Antithrombotic Therapy and the Hospitalist  Internet Activity Enduring Material Internet Enduring Enduring Material   10/09/2008  2008  10  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-10-09T04:00:00Z
11450,NEW INSIGHTS INTO ATHEROTHROMBOSIS:  Focus on Antiplatelet Therapy in High-Risk ACS Patients - September 2008,"NEW INSIGHTS INTO ATHEROTHROMBOSIS:  Focus on Antiplatelet Therapy in High-Risk ACS Patients - September 2008 Print  Enduring Material   09/01/2008  2008  09  ",Print,2,,S,7,Enduring Material,2008-09-01T04:00:00Z
11451,Anal Dysplasia in HIV: Time to Screen...No Buts About it,"Anal Dysplasia in HIV: Time to Screen...No Buts About it Internet Activity Enduring Material Internet Enduring Enduring Material <p>Jaime Robertson, MD</p>  10/29/2008  2008  10  ",Internet Activity Enduring Material,2,"<p>Jaime Robertson, MD</p>",S,6,Enduring Material,2008-10-29T04:00:00Z
11452,The Allergy Epidemic - Can We Stem the Tide?,"The Allergy Epidemic - Can We Stem the Tide? Internet Activity Enduring Material Internet Enduring Enduring Material <p>David I. Bernstein, MD</p>  11/05/2008  2008  11  ",Internet Activity Enduring Material,2,"<p>David I. Bernstein, MD</p>",S,6,Enduring Material,2008-11-05T05:00:00Z
